Abgang Bstg2;Bahnsteigabgang
Bahnmeisterei;Einfamilienhaus,FassadeGelb,FassadeBeige,DachSchwarz
Bahnsteigdach Gl1;Bahnsteigdach
EG;Empfangsgebäude,FassadeGrau,DachSchwarz,DachGrau
FachwerkbrueckeBf;Brücke,Straßenbrücke,Stahlfachwerkbrücke
Gbf;Güterabfertigung,FassadeBeige,DachGrau
HME;Industrie,FassadeZiegel,DachSchwarz
HME2;Industrie,DachSchwarz,FassadeGrau
Hinweisschild;Schild
Hoennebruecke;Brücke,Stahlbrücke
Hoennebruecke Mittelpfeile;Pfeiler
MendenMf;Stellwerk,FassadeZiegel
NachGleis1;Schild
Schmelzwerk;Industrioe,FassadeBeige,DachGrau
Schmoele;Industrie,FassadeZiegel,DachSchwarz
Schmoele2;Industrie,FassadeZiegel,DachSchwarz
Schmoele Kran;Kran
Brueckenpfeiler;Pfeiler
Garagen1;Garage
Garagen2;Garage
Geilenkirchen EG;Empfangsgebäude,FassadeGrau,DachGrau
Geilenkirchen EG Nebengeb;Schuppen,FassadeGrau,DachGrau
Halle1;Industrie,FassadeBlau,DachBraun
Halle2;Industrie,Halle,FassadeBlau,DachBraun
Kirche Geilenkirchen;Kirche,FassadeGrau
Kran;Kran
MFH-3g-Klinker;Stadthaus,Reihenhaus,FassadeZiegel,DachBraun,DachSchwarz,FassadeWeiss,Gewerbe
Postgebaeude;Post,FassadeGrau,DachSchwarz
Rest-Hotel-3g;Stadthaus,Eckhaus,FassadeZiegel,DachSchwarz,Gewerbe
Rest-Wohn-3g;Stadthaus,Eckhaus,DachSchwarz,FassadeWeiss,FassadeZiegel,Reihenhaus
Rest-Wohn-4g;Stadthaus,Mehrfamilienhaus,FassadeZiegel,DachRot
StellwerkGf;Stellwerk,FassadeZiegel
Verwaltung;Büro,Verwaltung,FassadeZiegel,DachGrau
wohnhaus frelenberg;Mehrfamilienhaus,FassadeWeiss,DachSchwarz
Stw Mettertal Freudenstein;Stellwerk,FassadeZiegel,DachSchwarz
TFST Holzbruecke Mettertal;Fußgängerbrücke
WilfenbergT Bel;Tunnel
TIL Abgang;Bahnsteigabgang
TIL Elements Tower;Hochhaus,Büro,FassadeGlas,FassadeBeige
TIL Schallschutz beige5m;Lärmschutz
TIL Schallschutz beige5m trans1;Lärmschutz
TIL Schallschutz gruen5m;Lärmschutz
TIL Speidel;Industrie,FassadeWeiss,DachGrau,FassadeGrau
TIL Suedwestkarton;Industrie,DachRot
Prologis1;Industrie,FassadeGrau,DachGrau
Stellwerk Vf;Stellwerk,FassadeZiegel
TV Abgang;Bahnsteigabgang
TV Bahnsteigabgang;Bahnsteigabgang
TV Bahnsteigdach 20m;Bahnsteigdach
TV Bahnsteigdach 20m Ende;Bahnsteigdach
TV Bahnsteiglampe;Lampe
TV Wartehaus;Wartehaus
SchallschutzEnztalTB;Lärmschutz
SchallschutzGlems;Lärmschutz
SchallschutzGlemsTB;Lärmschutz
SchallschutzGlems Mast;Lärmschutz
SchallschutzGlems k;Lärmschutz
Stw Glems;Stellwerk,DachSchwarz,FassadeRot,FassadeBeige
LangesFeld IBP 4m;Fahrleitung
SchallschutzLF1;Lärmschutz
SchallschutzLF2;Lärmschutz
Zaun stuetzmauer;Zaun
AMast 110kV 23m 20m 1Tr;Freileitung,Hochspannung
AMast 110kV 25m 24m 1Tr;Freileitung,Hochspannung
AMast 110kV 35m 22m 1Tr;Freileitung,Hochspannung
AMast 110kV 41M 2Tr 1Q 32m5;Freileitung,Hochspannung
AMast 110kV 46M 1Tr 24m;Freileitung,Hochspannung
AMast 110kV 46M 3Tr 25m;Freileitung,Hochspannung
AMast 110kV 48M 3Tr 2Q 25m;Freileitung,Hochspannung
AMast 110kV 49M 3Tr 25m;Freileitung,Hochspannung
AMast 110kV 70M 3Tr 25m;Freileitung,Hochspannung
AbzweigMast 110kV 46M 2Tr 2Q 21m;Freileitung,Hochspannung
AbzweigMast 110kV 74M 3Tr 2Q 26m;Freileitung,Hochspannung
BayWa Lagerhaus Leingarten;Raiffeisen,Silo,DachGrau,DachSchwarz,FassadeFachwerk
EG Leingarten Bf;Empfangsgebäude,FassadeZiegel,DachBraun
Fahrraddach Leingarten Bf;Fahrrad,DachRot,DachBraun
FgBruecke LG Mitte;Brücke,Fußgängerbrücke
Gelaender 25m dunkelgrau;Zaun,Geländer
Gelaender 25m dunkelgruen;Zaun,Geländer
Gelaender HT 16x7.5m dunkelgrau;Geländer
Gelaender HT 18x7.5m dunkelgrau;Geländer
Gelaender HT 20x7.5m dunkelgrau;Geländer
Gelaender HT 26x7.5m dunkelgrau;Geländer
Gelaender HT 40x7.5m dunkelgrau;Geländer
Gueterschuppen Leingarten;Güterschuppen,FassadeHolz,DachSchwarz,DachGrau
Info Tafel rot;Bahnsteig,Aushang
Isolator Dreieck;Isolator,Hochspannung
Leingarten West EG;Schuppen,FassadeHolz,DachBraun
Lg West Wetterschutz;Bahnsteig,Wartehaus,Wetterschutz
Mast220kV 43m 38m 3Tr;Freileitung,Hochspannung
Mast 380kV 41m 31m 2Tr;Freileitung,Hochspannung
Mast 380kV 45m 31m 2Tr 3xErdseil;Freileitung,Hochspannung
Mast 380kV 50m 40m 2Tr;Freileitung,Hochspannung
Mast 380kV 50m Donaumast 2Erdseile;Freileitung,Hochspannung
Mast 380kV 52m 40m 2Tr;Freileitung,Hochspannung
Mast 380kV 54m 32m 2Tr;Freileitung,Hochspannung
Mast 380kV 54m 32m 2Tr 3xErdseil;Freileitung,Hochspannung
Mast 380kV 61m 38m 2Tr;Freileitung,Hochspannung
Mast 380kV 65m 37m 3Tr;Freileitung,Hochspannung
Mast 380kV 81m 34m 3Tr;Freileitung,Hochspannung
Mast 380kV 94m 40m 2Tr;Freileitung,Hochspannung
Muehle Gessmann;Industrie,FassadeBeige,Mühle,DachBraun
Sammelschiene Alu Abzweig;Umspannwerk,Hochspannung
Sammelschiene Alu Anschlussbank;Umspannwerk,Hochspannung
Sammelschiene Alu Bogen;Umspannwerk,Hochspannung
Sammelschiene Alu Hoehenstufe;Umspannwerk,Hochspannung
Schuppen;Schuppen,FassadeHolz,DachGrau
TMast 110kV 46M 2Tr 25m;Freileitung,Hochspannung
NRWA Betonwerk 4;Silo
NAM Werkstatt AKB;Werkstatt,Bahnmeisterei,Industrie
NAM Vereinsheim AKB;DachRot,FassadeBeige
MBHM Bahnhofstr10;Mehrfamilienhaus,MitBalkon,FassadeRosa,DachBraun
MBHM Bahnhofstr48;Mehrfamilienhaus,FassadeGrün,Flachdach,MitGarage
MBHM Bruecke 384;Brücke,Durchlass
MBHM Domino Schild Parkplatz;Schild
MBHM Domino;Gasthaus,DachRot,FassadeWeiss,FassadeBeige
MBHM Donauwoerther Str 2;Doppelhaus,Zweifamilienhaus,MitGarage,FassadeGrau,DachRot,DachBraun
MBHM Donauwoerther Str 6;Zweifamilienhaus,DachRot,FassadeWeiss,MitBalkon
MBHM Donauwoerther Str 9;Mehrfamilienhaus,MitBalkon,FassadeGrün,DachRot
MBHM Donauwoerther Str 12;Einfamilienhaus,Gewerbe,FassadeWeiss,DachRot
MBHM EG;Empfangsgebäude,FassadeGelb,Gewerbe
MBHM EG Hamlar;Empfangsgebäude,FassadeGelb,DachBraun
MBHM EUE Zusamweg;Durchlass
MBHM Bahnstrom AMast 25m;Freileitung,Hochspannung
MBHM Bahnstrom AMast 28m;Freileitung,Hochspannung
MBHM Bahnstrom TMast 25m;Freileitung,Hochspannung
MBHM Bahnstrom TMast 25m 2;Freileitung,Hochspannung
MBHM Bahnstrom TMast 28m;Freileitung,Hochspannung
MBHM Bahnstrom TMast 28m 2;Freileitung,Hochspannung
MBHM Mast 110kV;Freileitung,Hochspannung
MBHM Fussgaengertunnel;Durchlass
MBHM Hamlar EUE Asbacher;Brücke,Durchlass,Unterführung
MBHM Hamlar EUE Ostkopf;Brücke,Durchlass,Unterführung
MBHM Hamlar Baumschule;Scheune,Bauernhof,FassadeHolz,DachRot
MBHM Hamlar Rockmusik;Bauernhof,DachRot,FassadeBeige
MBHM Nordheim BHaus HG;Bahnwärterhaus,Einfamilienhaus,FassadeGelb,DachRot
MBHM Nordheim BHaus NG;Schuppen,FassadeWeiss
MBHM Nordheim SMuehle;Industrie
MBHM Nordheim SMuehle2;Industrie
MBHM Schrotthandel;Industrie,Unterstand,Halle,DachRot
MBHM Schallschutz;Lärmschutz
MBHM Tankstellentafel;Tankstelle
MBHM Technikgebaeude;Schalthaus
MBHM Widerlager Flutmulde;Widerlager
Aldi;Supermarkt,DachGrau
Altstadt 1 Kulisse;Kulisse,DachGrau,FassadeFachwerk,FassadeGrau,Mehrfamilienhaus
Altstadt 2 Kulisse;Kulisse,DachRot,Mehrfamilienhaus,FassadeFachwerk
Altstadt 8 Kulisse;Mehrfamilienhaus,Büro,Gewerbe,FassadeWeiss,DachGrau
Anbau;Schuppen,FassadeGelb,DachRot
Bahnhofstr 1 Anbau;Büro,FassadeBeige,DachGrau
Bartenwetzer Ausgang L;Schild,CDC
Bartenwetzer Ausgang R;Schild,CDC
Bartenwetzer Ausgang SR;Schild,CDC
Bauhofhalle;Garage,Industrie,FassadeBeige,DachRot
Bogen 1 0-9 1-14;Brücke,Steinbrücke
Bogen 2 0-8 1-3;Brücke,Steinbrücke
Bogen 3 0-95 1-3;Brücke,Steinbrücke
Bogen 4 0-85 1-36;Brücke,Steinbrücke
Braun 1;Industrie,Büro,DachGrau
Braun 2;Hochhaus,Büro,Verwaltung,FassadeGrau
Braun 3;Industrie,FassadeBeige,DachGrau,Büro,Verwaltung
Bruecke;Förderbrücke
Deckel Unterfuehrung;Fundament,Beton
EG-Melsungen;Empfangsgebäude,FassadeGrau,DachRot
ESTW-Melsungen;FassadeGrau,Stellwerk,ESTW,DachRot
Empfang;Pförtner
Halle Schneidegasse;Garage,FassadeBeige,DachRot,Industrie
Halle THW;FassadeWellblech,FassadeGrau,Garage,DachGrau
Haus 1;Mehrfamilienhaus,FassadeBeige,DachRot
Haus 238-1 Kulisse rt;Mehrfamilienhaus,Doppelhaus,FassadeBeige,DachRot
Haus 238-1 Kulisse sw;Mehrfamilienhaus,Doppelhaus,FassadeBeige,DachGrau
Haus 240-8;Mehrfamilienhaus,FassadeBeige,DachGrau
Haus 241-3;Mehrfamilienhaus,FassadeGrau,DachGrau
Haus 71;Büro,DachGrau
Bogen 5 1 1-3;Brücke,Steinbrücke
Haus 73;Büro,DachGrau
Haus Bahnhofstr 1;Mehrfamilienhaus,FassadeFachwerk,DachGrau
Haus Bahnhofstr 14;Hotel,FassadeFachwerk,DachRot
Haus Bahnhofstr 16;Büro,FassadeGrau,DachSchwarz
Haus Bahnhofstr 18;Apotheke,Gewerbe,Mehrfamilienhaus,FassadeFachwerk,DachGrau
Haus Bahnhofstr 19;Büro,FassadeGrau,DachRot
Haus Carl-Braun 1;Büro,FassadeBeige,DachRot
Haus Huberg 4 Kulisse;Büro,Mehrfamilienhaus,FassadeFachwerk,DachGrau
Haus Nuernbergerstr 6;Gasthaus,FassadeGrau,DachRot
Haus Schwalbenweg 1;Büro,FassadeGrau,DachBraun
Haus Schwalbenweg 1 Anbau;Büro,FassadeGrün,FassadeSchwarz,DachSchwarz
Haus Schwalbenweg 1a;Büro,MitGarage,FassadeBeige,DachGrau
Haus THW;Büro,FassadeWeiss,DachGrau,FassadeBeige
Holzschuppen;Scheune,FassadeHolz,DachBraun
Lagerhalle;Güterschuppen,FassadeBeige,DachBraun
Pfeiler;Pfeiler
Pfeiler 1;Pfeiler
Raiffeisen Halle;Güterschuppen,Spedition,FassadeGrau,DachBraun
Raiffeisenhaus;Raiffeisen,Silo,FassadeGrau,DachBraun
Schalthaus 238-4;Schalthaus,Weichenheizung,Trafo
Schornsteine;Schornstein
Silo gross;Silo
Silo schmal;Silo
Silosteg 1;Silo,Förderbrücke
Silosteg 2;Silo,Förderbrücke
Silosteg 3;Silo,Förderbrücke
Stuetze 1;Gerüst
Stuetze 2;Gerüst
Treppe;Treppe
Viadukt-Bogen;Viadukt,Steinbrücke
WH Vorstadt 10 Kulisse;Reihenhaus,FassadeFachwerk,DachRot,Einfamilienhaus
WH Vorstadt 12;Reihenhaus,FassadeFachwerk,DachRot,Mehrfamilienhaus
WH Vorstadt 14;Reihenhaus,FassadeFachwerk,DachRot
WH Vorstadt 2;Mehrfamilienhaus,FassadeFachwerk,DachRot,MitGarage
WH Vorstadt 4 Kulisse;Mehrfamilienhaus,FassadeFachwerk,DachRot,Gewerbe
WH Vorstadt 6 Kulisse;Mehrfamilienhaus,FassadeFachwerk,DachRot,Gewerbe
WH Vorstadt 8 Kulisse;Reihenhaus,FassadeFachwerk,DachRot,Mehrfamilienhaus,Gewerbe
Wartehalle;Wartehaus
MA AmAltenHessenb;Mehrfamilienhaus,Stadthaus,Hochhaus,FassadeGrau,FassadeBlau
MA Bahnsteigdach10m;Bahnsteigdach
MA Bahnsteigdach8m;Bahnsteigdach
MA Bahnsteigdach AnschlPost;Bahnsteigdach
MA Bahnsteigdach Halter;Signal
MA Bahnsteigdach Traeger;Bahnsteigdach
MA Bahnsteigdach kurz;Bahnsteigdach
MA Bahnsteigzugang;Bahnsteigabgang
MA Bahnsteigzugang neu E;Bahnsteigabgang
MA Bahnsteigzugang neu F;Bahnsteigabgang
MA Beleuchtungstraeger;Lampe,Beleuchtung
MA Bohus;Stadthaus,Gewerbe,Hochhaus,FassadeGrau,FassadeBeige
MA Bude Bahnsteig E;Bahnbude,FassadeWeiss,FassadeGrau
MA Bude Bahnsteig F;Bahnbude,Container,FassadeGrau
MA Bude Bahnsteige;Bahnbude,FassadeGrau
MA EG;Empfangsgebäude,FassadeBeige,DachSchwarz
MA Feuerloeschgeraet;Schrank,Feuerlöscher
MA Goegginger Bruecke Pfeiler 6 Lager;Pfeiler
MA Goegginger Bruecke Pfeiler 7 Lager;Pfeiler
MA Goegginger Bruecke Pfeiler 9 Lager;Pfeiler
MA Goegginger Bruecke Widerlager 6re Lager;Widerlager
MA Goegginger Bruecke Widerlager 9li Lager;Widerlager
MA Goegginger Bruecke Widerlager 9re Lager;Widerlager
MA Helio;Einkaufszentrum,FassadeGrau
MA Hotelturm;Hochhaus,Hotel
MA Kapelle Hermanfrhf;Kirche,FassadeBeige,DachSchwarz
MA Lehrwerkstatt;Werkstatt,FassadeSchwarz
MA PferseerU;Unterführung
MA Portal West;Bahnsteigzugang
MA Posttunnel BstgA-C;Bahnsteigabgang,FassadeSchwarz,DachGrau
MA RangierdstL;Büro,FassadeGrau,DachGrau
MA Rangiererbude;Bahnbude,FassadeGrau,DachBraun
MA Riegele;Industrie,Brauerei,FassadeBeige,DachBraun
MA Riegele 2;Industrie,Brauerei,FassadeBeige,DachBraun,Schornstein
MA Riegele Tor;Tor
MA Rosenaustr 4;Mehrfamilienhaus,Fassadegrau,DachSchwarz
MA Schalthaus;Schalthaus,FassadeGrau,DachSchwarz
MA Schild Gepaeckband 120m;Schild,CDC
MA Schild Gepaeckband 80m;Schild,CDC
MA Schild Nord;Schild,CDC
MA Schild Sued;Schild,CDC
MA Schild fernblau Ausgang;Schild
MA SchlettererU;Unterführung
MA Skl Schuppen;Lokschuppen,Halle,Scheune,FassadeGrün,DachGrau
MA Stellwerk VII;Stellwerk,FassadeGrau
MA Stuetzmauer Rosenaustr;Stützmauer
MA Suedhaus;Bahnbude,FassadeSchwarz,DachGrau
MA Technikgeb;Schalthaus,FassadeGrau,DachRot
MA Trafostation;Trafo,FassadeGrau
MA Treppenabgang F;Bahnsteigabgang
MA WagenM;Industrie,FassadeGrau,DachGrau
MA Zentralstellwerk;Stellwerk,FassadeWeiss
Orientierungszeichen 1xET440 li;Schild,CDC
Orientierungszeichen 2xET440;Schild,CDC
Orientierungszeichen 3xET440;Schild,CDC
QTW Betonmast18;Fahrleitung,Betonmast
Schild Gleis 1 Ausgang;Schild,CDC
Wandersleben 03 Bahnsteigabgang;Bahnsteigabgang,FassadeGrau,DachBraun
20m gruen;Geländer
24m dgrau;Geländer
8m gruen;Geländer
ErfurtGbf01 GS 1;Güterabfertigung,FassadeZiegel,DachSchwarz
ErfurtGbf03 KrBw;Kreuzungsbauwerk
Fgraefenstr1;Reihenhaus,Eckhaus,FassadeZiegel,DachSchwarz,Mehrfamilienhaus
Fgraefenstr2;Reihenhaus,Mehrfamilienhaus,FassadeZiegel,DachSchwarz
Fgraefenstr3;DachRot,FassadeGrau,Reihenhaus,Mehrfamilienhaus
Giesserei1;Industrie,FassadeZiegel
Giesserei2;Industrie,FassadeZiegel,DachSchwarz
GrambekerWeg5;Stadthaus,FassadeZiegel,DachBraun,Gewerbe
Gueterbahnhof;Güterschuppen,FassadeZiegel,DachGrau
Hauptstr 11;Mehrfamilienhaus,FassadeOrange,DachRot
Hauptstr 14;Stadthaus,Reihenhaus,Gewerbe,DachRot,FassadeZiegel
Hauptstr 15;Mehrfamilienhaus,FassadeGrau,DachRot
Hauptstr 16;Reihenhaus,Gewerbe,FassadeBeige,DachGrau
Hauptstr 17;Mehrfamilienhaus,Gewerbe,FassadeGrau,FassadeWeiss,DachRot
Hauptstr 20;Büro,Verwaltung,FassadeGrau,DachRot
Hauptstr 22;Mehrfamilienhaus,Gewerbe,FassadeGrau,DachBraun,FassadeGrün
Hauptstr 26;Reihenhaus,Mehrfamilienhaus,Gewerbe,FassadeLila,FassadeGrau,DachBraun,FassadeWeiss
Hauptstr 30;Reihenhaus,FassadeZiegel,DachRot,Gewerbe,Mehrfamilienhaus
Hauptstr 32;Mehrfamilienhaus,Reihenhaus,FassadeGrau,DachRot
Hauptstr 34;Mehrfamilienhaus,Reihenhaus,Gewerbe,FassadeGrau,DachRot
Hauptstr 38;Mehrfamilienhaus,Reihenhaus,FassadeGrau,DachRot
Hauptstr 40;Mehrfamilienhaus,Reihenhaus,Gewerbe,FassadeBeige,DachBraun
Hauptstr 42;Mehrfamilienhaus,FassadeZiegel,DachBraun
Hauptstr 9;Mehrfamilienhaus,Gewerbe,FassadeBeige,DachGrau,Eiscafe
HistTankstelle;Tankstelle
Kanalbruecke km34 1;Brücke,Stahlbrücke,Stahlbogenbrücke
Moelln Bf Nebenbau7;Büro,FassadeZiegel,DachGrau
Moelln EG;Empfangsgebäude,FassadeZiegel,DachGrau
Moelln Stw Mf;Stellwerk,FassadeZiegel,DachGrau
Moelln Stw Mn;Stellwerk,FassadeZiegel,DachGrau
ParkdeckSchild;Schild,Parkhaus
Parkhaus;Parkhaus
Silo;Silo
Bundesstr207;Schild,Bundesstraße
Doppelhalle;Industrie,DachGrau,FassadeBeige
Gleisschranke;Schranke
Lagerhalle;Industrie,FassadeZiegel,DachGrau
Ratzeburg EG;Empfangsgebäude,FassadeGelb,FassadeBeige,DachGrau,DachSchwarz
Ratzeburg Stw Rn;Stellwerk,FassadeBeige,DachGrau
Ratzeburg Stw Rs;Stellwerk,FassadeZiegel,DachBraun
Rautenberg;Silo
Verwaltung;Büro,FassadeZiegel,DachGrau
WegweiserDummyRatzeburg;Schild
RROL Deponie Entlueftung;
RROL Portalkran Muell;Kran
RROL SFS Ueberfuehrung;Fußgängerbrücke
RROL Silos Ubstadt;Silo
RROL Tunnelportal;Tunnel
RROL Ubstadt Schallschutz Gelb Orange5m;Lärmschutz
RROL Ubstadt Schallschutz Grau5m;Lärmschutz
RROL Ubstadt Schallschutz Grau Gelb5m;Lärmschutz
RUW EG1;Empfangsgebäude,DachSchwarz,FassadeGrau
RUW EG2;DachBraun,FassadeWeiss,Mehrfamilienhaus
Tunnel-rund-angleichung l RROL;Fahrleitung
Tunnel-rund-standard k RROL;Fahrleitung
RKT Schallschutz Zigeunergraben;Lärmschutz
RKT Schallschutz Zigeunergraben ab;Lärmschutz
RKT Schallschutz Zigeunergraben auf;Lärmschutz
EG Bauerbach Bf;Empfangsgebäude,FasssadeBeige,DachBraun
EG Flehingen Bf;Empfangsgebäude,FassadeBeige,DachBraun
Gelaender Flehingen Bf;Geländer
Gueterschuppen RFL;Güterschuppen,FassadeBeige,DachBraun
HV73 Kasten;HV73,Schaltschrank
Fernmeldeturm Waghaeusel;Fernmeldeturm,Typenturm,FMT6,FMT
KrBw SFS 1Gl;Kreuzungsbauwerk
KrBw SFS RtB;Kreuzungsbauwerk
RSAB KrBw L560;Kreuzungsbauwerk
RSAB Stw;Stellwerk,FassadeZiegel,DachSchwarz
Bahnsteigschranke;Schranke,Bahnsteigzugang
Fundament Pfeiler 2x 6m;Pfeiler
Gittermast 20kV;Freileitung,Mitttelspannung
Lagerhalle mitWohnen;Industrie,FassadeGrau,DachGrau
Rot-Malsch EG;Empfangsgebäude,FassadeGrau,DachBraun
Rundhalle 1;Halle,Rundhalle,Fassadebraun,DachBraun
Rundhalle 2;Halle,Rundhalle,FassadeGrau,DachGrau
Unterstand;Wartehaus
Wohncontainer;Industrie,DachGrau
Abspannmast 52m 40m 3Tr;Freileitung,Hochspannung
Abspannmast 71m 40m 3Tr;Freileitung,Hochspannung
Abspannmast RW 67m 40m 2Tr;Freileitung,Hochspannung
Abspannmast RW 71m 40m 3Tr;Freileitung,Hochspannung
Abspannmast RW 73m 44m 3Tr;Freileitung,Hochspannung
Abspannmast RW 73m 48m 3Tr;Freileitung,Hochspannung
Bahnsteigdach;Bahnsteigdach
Bahnsteigzugang Wiesloch;Bahnsteigabgang
Betonmast Wiesloch;Fahrleitung,Betonmast
Fahrradunterstand 12m;Fahrrad
Fahrradunterstand 16m;Fahrrad
Fahrradunterstand 20m;Fahrrad
Fahrradunterstand 8m;Fahrrad
Fussgaengerbruecke;Fußgängerbrücke
Gaststaette;Gasthof,FassadeGrau,DachRot
Geldautomat;Sparkasse,Geldautomat
Gueterschuppen;Güterschuppen,FassadeZiegel,DachBraun
HDM 1;Industrie,FassadeGrau,DachWeiss
HDM Unterstand;Garage,Fahrrad
Haus am Stauwehr;Schuppen,FassadeWeiss,DachBraun
Kreuzmast 48m 4Tr;Freileitung,Hochspannung
Mast110kV 39m 24m 3Tr gekreuzt;Freileitung,Hochspannung
Signalausleger n1 n2;Signalbrücke
Signalbruecke N2 N1;Signalbrücke
St Ilgen EG;Empfangsgebäude,FassadeBeige,DachBraun
St Ilgen Whs;Bahnbude,FassadeGrau,DachSchwarz
Stauwehr;Stauwehr
Supermarkt;Supermarkt,Netto,DachBraun
Tragmast 71m 40m 3Tr 380 110;Freileitung,Hochspannung
Tragmast 73m 44m 3Tr;Freileitung,Hochspannung
Tragmast RW 71m 40m 3Tr;Freileitung,Hochspannung
Tragmast RW 71m 40m 3Tr 380 110;Freileitung,Hochspannung
Tragmast RW 73m 44m 3Tr;Freileitung,Hochspannung
Tragmast RW 78m 40m 2Tr;Freileitung,Hochspannung
Unterstand;Wartehaus
Whs Leimbachstr11;Mehrfamilienhaus,FassadeGrau,DachBraun
Whs Leimbachstr13;Zweifamilienhaus,Reihenhaus,FassadeGrau,DachRot
Wiesl REWE;Industrie,FassadeRot,DachGrau
Wiesloch-Walldorf EG;Empfangsgebäude,FassadeGrau,DachGrau
Wiesloch Dach;Dach,Busbahnhof
Wiesloch Gueterschuppen;Güterabfertigung,FassadeZiegel,DachGrau
Wiesloch Westausgang;Bahnsteigzugang
Wohnhaus;Einfamilienhaus,FassadeWeiss,DachRot,DachBraun
Bf Eppingen EG;Empfangsgebäude,FassadeBeige,DachRot
Durchlass Eppingen West 01;Durchlass
Eppingen West Treppe;Treppe
FIS Lumino Eppingen Bf;Zugzielanzeiger
Gueterschuppen REP;Güterschuppen,FassadeBeige,dachGrau,DachSchwarz
Haengesaeule Wagenhalle;Fahrleitung
Laengentafel 120 280;Schild
Laeutetafel STRAB;Schild
Raiffeisen Eppingen Lagerhaus;Raiffeisen,FassadeBeige,DachRot,DachBraun
Raiffeisen Eppingen Siloanlage;Raiffeisen,Silo,FassadeGelb
Stellwerk REP;Stellwerk,FassadeBeige,DachSchwarz
Wagenhalle Eppingen;Lokschuppen,FassadeBeige,DachGrau
Wetterschutz Fahrrad 12er A;Fahrrad,Fahrradständer
Wetterschutz Fahrrad Eppingen;Fahrrad,Fahrradständer
ABetonmast 28m 13m;Freileitung,Mittelspannung
ABetonmast 28m 13m oISO;Freileitung,Mittelspannung
Achtung Zug beids;Schild
Automat Sockel;Fundament
BayWa Lagerhaus Schwaigern;Raiffeisen,DachBraun,FassadeBeige
Betreten der Bahnanlage verboten gelb;Schild
Bnstg Leuchte 1-seitig 4m;Lampe
Bnstg Leuchte 1-seitig 5m;Lampe
Bnstg Leuchte 1-seitig 6m;Lampe
Bnstg Leuchte 2-seitig 4m;Lampe
Bnstg Leuchte 2-seitig 5m;Lampe
Bnstg Leuchte 2-seitig 6m;Lampe
EG Schwaigern Bf;Empfangsgebäude,DachGrau,FassadeZiegel
EG Stetten Bf;Empfangsgebäude,DachBraun,FassadeWeiss,FassadeBeige
EndMast110kV 33m 18m 1Tr A;Freileitung,Hochspannung
EndMast110kV 33m 18m 1Tr B;Freileitung,Hochspannung
EndMast110kV 35m 25m5 2Tr;Freileitung,Hochspannung
Fahrraddach Schwaigern Bf;Fahrrad,Fahrradständer
Feuerwehr Schwaigern alt;Feuerwehr,FassadeBeige,DachGrau
Flaeche133;Weinberg
Flaeche1792;Weinberg
Flaeche6119;Weinberg
Flaeche6125;Weinberg
Flaeche6130;Weinberg
Flaeche6133;Weinberg
Flaeche6141;Weinberg
Flaeche6147;Weinberg
Flaeche6151;Weinberg
Flaeche6155;Weinberg
Flaeche6161;Weinberg
Flaeche6162;Weinberg
Flaeche6166;Weinberg
Flaeche 224;Weinberg
Flaeche 226;Weinberg
Flaeche 229;Weinberg
Flaeche 789;Weinberg
Flaeche 978;Weinberg
Gelaender Aufschuettung L;Geländer
Gelaender Aufschuettung R;Geländer
Gelaender HT 12x7.5m dunkelgrau;Geländer
Gelaender HT 14x7.5m dunkelgrau;Geländer
Gelaender HT 22x7.5m dunkelgrau;Geländer
Gelaender HT 36x7.5m dunkelgrau;Geländer
Gueterschuppen Schwaigern;Güterschuppen,FassadeBeige,DachBraun
Gueterschuppen Stetten;Güterschuppen,FassadeGrün,DachGrau
Pfeiler 01;Pfeiler
Pufferluecken vermeiden;Schild
Schluesselschalter hoch warn;Schlüsselschalter
Schwaigern BayWa Zaun;Zaun
Seitenhalter Keramik 1m40 TSWW;Fahrleitung
Strassenbruecke km131.3;Brücke,Betonbrücke
Strassenleuchte03;Lampe
TBetonmast 28m 13m;Freileitung,Mittelspannung
Traube Kreisel;Kunst,Kunstwerk
Trittstufe;Treppe
Vitalis;Büro,Verwaltung,Altenheim,Pflegeheim,DachGrau,FassadeGrau,FassadeWeiss
Wasserturm;Wasserturm
Wetterschutz Fahrrad 6er A;Fahrrad,Fahrradständer
Wetterschutz einseitig 6er A;Wartehaus
Wetterschutz zweiseitig 5er A;Wartehaus
km Stein-verwittert;Kilometerstein
AVG GSMR;Schild,GSM-R
Anbausatz Isolator 3x2 A;Freileitung
Anbausatz Isolator 3x2 B;Freileitung
BMast 3x2 20kV 12m;Freileitung,Mittelspannung
EG Gemmingen Bf;Empfangsgebäude,FassadeGrau,DachBraun
Gelaender Bf verzinkt;Geländer
Gueterschuppen Gemmingen;Güterschuppen,FassadeBeige,DachGrau
Raiffeisen Lagerhaus;Raiffeisen,Silo,FassadeBeige
Re200 Keramik Bogen Nsp3b RGEM120;Fahrleitung
Treppenabgang;Treppe
Treppenaufgang Sued;Treppe
Wetterschutz einseitig 3er A;Wartehaus
BG Chemie;Büro,Hochhaus,FassadeGrau
BW Wasserturm;Wasserturm,FassadeZiegel,DachRot,DachBraun
Bahnbetriebswerk;Industrie,FassadeZiegel,DachSchwarz
Bahnmeisterei;Industrie,Werkstatt,FassadeBlau,FassadeGrau,DachSchwarz
Betonbruecke eingl stillgelegt 10m;Brücke,Betonbrücke
